geo,anio,salario_min_eur,salario_min_pps,pib_pps,indice_vivienda,gini,brecha_genero,pobreza_laboral,tasa_desempleo,inflacion_hicp,es_eu27
MT,2004,544.5,720.0,,,,,,,79.68,True
MT,2005,558.5,742.0,,,,,4.3,,81.69,True
MT,2006,584.0,744.0,,,,5.2,4.1,,83.79,True
MT,2007,602.0,770.0,,,,7.8,4.6,,84.38,True
MT,2008,617.0,778.0,,,,9.2,5.1,,88.33,True
MT,2009,635.0,787.0,,,,7.7,5.4,6.9,89.95,True
MT,2010,660.0,830.0,,,,7.2,5.8,6.9,91.79,True
MT,2011,665.0,824.0,,,,7.7,6.1,6.4,94.1,True
MT,2012,685.0,842.0,,,,9.5,5.2,6.2,97.13,True
MT,2013,703.0,840.0,91.0,,,9.7,5.8,6.1,98.08,True
MT,2014,718.0,855.0,94.0,,,10.6,5.5,5.7,98.84,True
MT,2015,720.0,859.0,99.0,109.85,,10.7,5.5,5.4,100.0,True
MT,2016,728.0,861.0,100.0,115.84,28.6,11.6,5.8,4.7,100.9,True
MT,2017,736.0,853.0,106.0,121.96,28.2,13.2,5.8,4.0,102.18,True
MT,2018,748.0,864.0,107.0,129.01,28.7,13.0,6.4,4.0,103.95,True
MT,2019,762.0,881.0,106.0,136.92,28.0,10.5,6.5,4.1,105.54,True
MT,2020,777.0,868.0,105.0,141.55,30.3,7.9,7.4,4.9,106.37,True
MT,2021,785.0,856.0,109.0,148.77,31.2,7.2,7.4,3.8,107.12,True
MT,2022,792.0,859.0,103.0,158.67,31.1,5.8,7.2,3.5,113.69,True
MT,2023,835.0,918.0,109.0,168.53,33.0,,7.5,3.5,120.01,True
MT,2024,925.0,1010.0,110.0,,30.8,,7.8,3.2,122.94,True
MT,2025,961.0,1049.0,,,,,,3.1,125.9,True
MT,2026,994.0,1085.0,,,,,,,,True
NL,1999,1071.0,1002.0,,,,,,,72.81,True
NL,2000,1101.5,1050.0,,,,,,,74.51,True
NL,2001,1167.5,1091.0,,,,,,,78.32,True
NL,2002,1219.5,1138.5,,,,18.7,,,81.35,True
NL,2003,1257.0,1141.0,,,,,,,83.16,True
NL,2004,1265.0,1169.0,,,,,,,84.32,True
NL,2005,1265.0,1183.0,,,,,5.8,,85.57,True
NL,2006,1279.0,1206.5,,,,23.6,4.4,,86.99,True
NL,2007,1309.0,1253.5,,,,19.3,4.5,,88.36,True
NL,2008,1346.0,1283.0,,,,18.9,4.7,,90.32,True
NL,2009,1390.0,1288.0,,,,18.5,5.0,5.4,91.2,True
NL,2010,1412.0,1287.0,,,,17.8,5.1,6.1,92.05,True
NL,2011,1429.5,1288.5,,,,18.8,5.4,6.0,94.32,True
NL,2012,1451.5,1302.5,,,,18.0,4.6,6.8,96.99,True
NL,2013,1473.5,1315.5,136.0,,,17.2,4.5,8.2,99.47,True
NL,2014,1490.5,1307.5,133.0,,,17.0,5.3,8.4,99.79,True
NL,2015,1505.0,1318.5,132.0,89.71,,16.1,5.1,7.9,100.0,True
NL,2016,1531.0,1321.5,130.0,94.45,,15.6,5.6,7.0,100.11,True
NL,2017,1558.5,1358.0,130.0,102.09,27.1,15.1,6.1,5.9,101.4,True
NL,2018,1586.0,1387.0,130.0,111.6,27.4,14.7,6.1,4.9,103.02,True
NL,2019,1626.0,1388.5,128.0,119.65,26.8,14.9,5.4,4.4,105.78,True
NL,2020,1667.0,1435.0,131.0,129.24,28.2,14.7,5.5,4.9,106.96,True
NL,2021,1693.0,1466.0,132.0,147.96,26.4,14.3,5.1,4.2,109.98,True
NL,2022,1740.5,1517.0,134.0,167.61,26.3,14.0,5.0,3.5,122.78,True
NL,2023,1964.5,1680.0,131.0,164.39,26.5,,5.1,3.6,127.81,True
NL,2024,2102.0,1812.5,134.0,177.84,25.9,,4.5,3.7,131.92,True
NL,2025,2219.5,1914.0,,,25.9,,5.2,3.9,135.86,True
NL,2026,2295.0,1979.0,,,,,,,,True
NO,1999,,,,,,,,,74.8,False
NO,2000,,,,,,,,,77.1,False
NO,2001,,,,,,,,,79.1,False
NO,2002,,,,,,,,,79.7,False
NO,2003,,,,,,,4.4,,81.3,False
NO,2004,,,,,,,4.5,,81.8,False
NO,2005,,,,,,,4.5,,83.1,False
NO,2006,,,,,,16.0,6.1,,85.1,False
NO,2007,,,,,,15.6,5.9,,85.7,False
NO,2008,,,,,,17.0,5.4,,88.7,False
NO,2009,,,,,,16.5,5.6,3.4,90.7,False
NO,2010,,,,,,16.1,5.2,4.0,92.8,False
NO,2011,,,,,,15.7,5.5,3.6,94.0,False
NO,2012,,,,,,14.7,5.1,3.5,94.3,False
NO,2013,,,185.0,,,15.5,5.8,3.9,96.2,False
NO,2014,,,177.0,,,14.5,5.2,3.8,98.0,False
NO,2015,,,157.0,131.99,,16.0,5.7,4.7,100.0,False
NO,2016,,,145.0,142.39,25.0,14.5,5.9,4.9,103.9,False
NO,2017,,,150.0,150.13,26.1,13.7,6.0,4.4,105.8,False
NO,2018,,,156.0,152.48,24.8,13.2,6.1,4.0,109.0,False
NO,2019,,,146.0,158.62,25.4,,6.4,3.9,111.5,False
NO,2020,,,141.0,166.45,25.3,,6.0,4.7,112.8,False
NO,2021,,,171.0,181.69,,,6.0,4.4,117.2,False
NO,2022,,,214.0,192.32,27.5,,5.9,3.2,124.5,False
NO,2023,,,169.0,194.85,,,5.6,3.6,131.6,False
NO,2024,,,160.0,201.83,24.4,,6.3,4.0,135.4,False
NO,2025,,,,,,,6.1,4.5,139.2,False
PL,1999,159.5,290.0,,,,,,,63.6,True
PL,2000,164.0,287.0,,,,,,,70.0,True
PL,2001,211.5,314.0,,,,,,,73.8,True
PL,2002,202.0,316.0,,,,7.5,,,75.2,True
PL,2003,189.0,336.0,,,,,,,75.7,True
PL,2004,178.5,339.0,,,,,,,78.5,True
PL,2005,209.0,339.0,,,,,13.8,,80.2,True
PL,2006,227.5,361.0,,,,7.5,12.8,,81.2,True
PL,2007,246.0,388.0,,,,14.9,11.7,,83.3,True
PL,2008,324.5,465.0,,,,11.4,11.5,,86.8,True
PL,2009,297.0,509.0,,,,8.0,11.0,8.5,90.3,True
PL,2010,319.5,543.0,,,,4.5,11.5,10.0,92.7,True
PL,2011,348.0,572.0,,,,5.5,11.2,10.0,96.3,True
PL,2012,344.5,623.0,,,,6.4,10.4,10.4,99.8,True
PL,2013,381.0,666.0,67.0,,,7.1,10.8,10.6,100.6,True
PL,2014,404.0,691.0,68.0,,,7.7,10.7,9.2,100.7,True
PL,2015,414.0,726.0,70.0,94.69,,7.3,11.3,7.7,100.0,True
PL,2016,425.5,758.0,69.0,96.45,29.8,7.1,10.9,6.3,99.8,True
PL,2017,463.0,800.0,70.0,100.16,29.2,7.0,9.9,5.0,101.4,True
PL,2018,491.5,826.0,72.0,106.75,27.8,8.5,9.7,3.9,102.6,True
PL,2019,526.0,875.0,74.0,116.01,28.5,6.5,9.9,3.3,104.8,True
PL,2020,597.0,991.0,79.0,128.17,27.2,4.5,9.6,3.2,108.6,True
PL,2021,616.5,1014.0,79.0,139.92,26.8,6.2,9.0,3.4,114.3,True
PL,2022,648.5,1042.0,78.0,156.43,26.3,7.8,9.3,2.9,129.4,True
PL,2023,778.5,1157.0,77.0,170.23,27.0,5.9,9.1,2.8,143.5,True
PL,2024,988.0,1373.0,78.0,195.72,26.0,4.0,9.3,2.9,148.7,True
PL,2025,1095.5,1500.0,,,,,8.5,3.1,153.7,True
PL,2026,1139.0,1545.0,,,,,,,,True
PT,1999,357.0,433.0,,,,,,,71.18,True
PT,2000,371.0,450.0,,,,,,,73.18,True
PT,2001,390.0,466.0,,,,,,,76.41,True
PT,2002,406.0,474.0,,,,,,,79.24,True
PT,2003,416.0,493.0,,,,,,,81.8,True
PT,2004,426.0,501.0,,,,,11.8,,83.85,True
PT,2005,437.0,525.0,,,,,11.5,,85.64,True
PT,2006,450.0,542.0,,,,8.4,10.4,,88.25,True
PT,2007,470.0,550.0,,,,8.5,9.3,,90.39,True
PT,2008,497.0,576.0,,,,9.2,11.3,,92.78,True
PT,2009,525.0,601.0,,,,10.0,10.3,11.2,91.95,True
PT,2010,554.0,636.0,,,,12.8,9.6,12.6,93.22,True
PT,2011,566.0,646.0,,,,12.9,10.2,13.5,96.54,True
PT,2012,566.0,650.0,,,,15.0,9.9,16.6,99.22,True
PT,2013,566.0,663.0,77.0,,,13.3,10.4,17.2,99.65,True
PT,2014,566.0,656.0,77.0,,,14.9,10.7,14.6,99.5,True
PT,2015,589.0,681.0,76.0,93.15,,16.0,10.9,13.0,100.0,True
PT,2016,618.0,708.0,77.0,99.77,33.9,13.9,10.8,11.5,100.64,True
PT,2017,650.0,731.0,76.0,109.0,33.5,10.8,10.7,9.2,102.2,True
PT,2018,677.0,768.0,77.0,120.19,32.1,8.9,9.6,7.2,103.4,True
PT,2019,700.0,797.0,77.0,132.16,31.9,9.4,10.7,6.6,103.71,True
PT,2020,741.0,821.0,75.0,143.75,31.2,8.3,9.5,7.1,103.58,True
PT,2021,776.0,878.0,74.0,157.27,33.0,7.1,11.3,6.7,104.55,True
PT,2022,823.0,942.0,77.0,177.14,32.0,6.3,10.2,6.2,113.03,True
PT,2023,887.0,1022.0,81.0,191.66,33.7,,10.0,6.5,118.98,True
PT,2024,957.0,1100.0,,209.06,31.9,,9.2,6.5,122.15,True
PT,2025,1015.0,1167.0,,,30.9,,8.6,6.0,124.83,True
PT,2026,1073.0,1234.0,,,,,,,,True
RO,1999,27.0,64.0,,,,,,,19.23,True
RO,2000,29.5,66.5,,,,,,,28.01,True
RO,2001,49.0,108.0,,,,,,,37.66,True
RO,2002,51.0,117.0,,,,16.0,,,46.14,True
RO,2003,68.5,155.0,,,,,,,53.18,True
RO,2004,68.5,163.0,,,,,,,59.51,True
RO,2005,82.5,160.0,,,,,,,64.9,True
RO,2006,91.0,163.0,,,,7.8,,,69.19,True
RO,2007,119.5,184.0,,,,,16.5,,72.58,True
RO,2008,138.0,224.0,,,,,16.9,,78.33,True
RO,2009,146.0,258.0,,,,,17.2,8.4,82.7,True
RO,2010,139.5,260.0,,,,8.8,17.6,9.0,87.73,True
RO,2011,157.5,287.0,,,,9.6,18.9,9.1,92.84,True
RO,2012,159.5,296.0,,,,6.9,18.9,8.7,95.98,True
RO,2013,168.5,310.5,54.0,,,4.9,18.1,9.0,99.04,True
RO,2014,197.5,358.0,55.0,,,4.5,19.7,8.6,100.41,True
RO,2015,226.5,413.0,56.0,83.65,,,18.6,8.4,100.0,True
RO,2016,254.0,476.5,58.0,88.63,34.7,,18.6,7.2,98.93,True
RO,2017,297.0,540.0,62.0,93.99,33.1,,17.1,6.1,100.0,True
RO,2018,407.5,732.0,65.0,99.23,35.1,2.2,15.0,5.3,104.08,True
RO,2019,442.5,790.0,69.0,102.63,34.8,2.6,15.4,4.9,108.15,True
RO,2020,463.5,832.0,72.0,107.44,33.8,0.9,14.7,6.1,110.67,True
RO,2021,462.5,822.5,72.0,112.17,34.3,1.4,15.2,5.6,115.21,True
RO,2022,515.5,863.0,72.0,120.21,32.0,1.5,14.3,5.6,129.06,True
RO,2023,605.0,992.0,75.0,124.17,31.0,,15.0,5.6,141.64,True
RO,2024,703.0,1105.0,,130.4,28.0,,10.7,5.4,149.91,True
RO,2025,805.5,1279.0,,,27.3,,10.7,6.1,160.06,True
RO,2026,795.0,1279.0,,,,,,,,True
RS,1999,33.0,,,,,,,,,False
RS,2000,36.5,29.0,,,,,,,,False
RS,2001,28.0,61.0,,,,,,,,False
RS,2002,85.0,165.5,,,,,,,,False
RS,2003,103.0,197.5,,,,,,,,False
RS,2004,120.0,237.0,,,,,,,,False
RS,2005,126.0,258.0,,,,,,,,False
RS,2006,142.0,286.0,,,,,,,55.1,False
RS,2007,175.5,310.5,,,,,,,58.3,False
RS,2008,220.5,376.5,,,,,,,65.2,False
RS,2009,226.5,409.0,,,,,,,70.5,False
RS,2010,212.5,402.0,,,,,,21.1,74.9,False
RS,2011,224.0,417.5,,,,,,25.0,83.3,False
RS,2012,232.5,443.0,,,,,,26.0,89.4,False
RS,2013,237.5,443.0,42.0,,,,14.6,24.2,96.3,False
RS,2014,234.0,436.5,41.0,,,8.7,13.8,20.7,98.5,False
RS,2015,235.5,458.5,40.0,,,,13.2,19.0,100.0,False
RS,2016,232.0,448.0,40.0,,39.8,,11.6,16.5,101.3,False
RS,2017,250.5,469.0,40.0,,37.8,,10.7,14.6,104.7,False
RS,2018,284.0,509.0,41.0,,35.6,9.6,9.9,13.8,106.8,False
RS,2019,308.0,546.5,42.0,,33.6,,8.4,11.4,108.8,False
RS,2020,344.0,588.0,44.0,,33.8,,7.8,9.8,110.7,False
RS,2021,366.0,614.0,45.0,,33.3,,6.1,11.2,115.2,False
RS,2022,401.5,638.0,45.0,,32.6,,5.9,9.6,128.7,False
RS,2023,460.5,705.0,48.0,,31.7,,5.8,9.5,144.2,False
RS,2024,544.0,807.0,,,31.9,,5.8,8.6,151.1,False
RS,2025,618.5,917.0,,,,,,8.7,157.3,False
RS,2026,744.0,1105.0,,,,,,,,False
SE,1999,,,,,,,,,78.76,True
SE,2000,,,,,,,,,79.78,True
SE,2001,,,,,,,,,81.92,True
SE,2002,,,,,,,,,83.51,True
SE,2003,,,,,,,,,85.44,True
SE,2004,,,,,,,6.1,,86.32,True
SE,2005,,,,,,,5.5,7.9,87.03,True
SE,2006,,,,,,16.5,7.4,7.2,88.34,True
SE,2007,,,,,,17.8,6.5,6.3,89.82,True
SE,2008,,,,,,16.9,7.4,6.3,92.83,True
SE,2009,,,,,,15.7,7.5,8.5,94.63,True
SE,2010,,,,,,15.4,7.8,8.7,96.43,True
SE,2011,,,,,,15.6,7.5,7.9,97.75,True
SE,2012,,,,,,15.5,7.3,8.1,98.66,True
SE,2013,,,127.0,,,14.6,7.6,8.1,99.1,True
SE,2014,,,125.0,,,13.8,7.7,8.0,99.3,True
SE,2015,,,126.0,135.2,,14.0,8.1,7.5,100.0,True
SE,2016,,,123.0,146.34,27.6,13.3,6.8,7.1,101.14,True
SE,2017,,,119.0,156.06,28.0,12.5,6.9,6.8,103.02,True
SE,2018,,,117.0,154.6,27.0,12.1,7.1,6.5,105.12,True
SE,2019,,,117.0,158.44,27.6,11.1,7.7,6.9,106.93,True
SE,2020,,,120.0,165.09,26.9,10.5,7.7,8.5,107.63,True
SE,2021,,,120.0,181.79,26.8,10.3,6.6,8.9,110.49,True
SE,2022,,,113.0,188.27,27.6,10.4,7.4,7.5,119.39,True
SE,2023,,,111.0,178.37,29.5,,7.0,7.7,126.44,True
SE,2024,,,111.0,178.49,27.6,,7.6,8.4,128.98,True
SE,2025,,,,,28.6,,7.1,8.8,132.35,True
SI,1999,354.5,449.0,,,,,,,56.89,True
SI,2000,372.0,476.0,,,,,,,61.98,True
SI,2001,390.5,499.0,,,,,,,67.33,True
SI,2002,425.5,535.0,,,,6.1,,,72.37,True
SI,2003,446.5,567.0,,,,,,,76.46,True
SI,2004,468.0,599.0,,,,,,,79.26,True
SI,2005,490.5,626.0,,,,,4.6,,81.19,True
SI,2006,512.0,645.0,,,,8.0,4.8,,83.25,True
SI,2007,522.0,640.0,,,,5.0,4.7,,86.42,True
SI,2008,553.0,666.0,,,,4.1,5.1,,91.19,True
SI,2009,589.0,672.0,,,,-0.9,4.8,5.9,91.97,True
SI,2010,665.5,765.5,,,,0.9,5.3,7.3,93.86,True
SI,2011,748.0,869.0,,,,3.3,6.0,8.2,95.81,True
SI,2012,763.0,892.0,,,,4.5,6.5,8.9,98.5,True
SI,2013,784.0,917.0,82.0,,,6.3,7.1,10.1,100.4,True
SI,2014,789.0,916.0,82.0,,,7.0,6.4,9.7,100.77,True
SI,2015,791.0,920.0,81.0,85.32,,8.2,6.7,9.0,100.0,True
SI,2016,791.0,910.0,82.0,88.1,24.4,8.1,6.1,8.0,99.85,True
SI,2017,805.0,930.0,84.0,95.38,23.7,8.4,6.6,6.6,101.4,True
SI,2018,843.0,968.0,86.0,103.71,23.4,9.3,6.0,5.1,103.36,True
SI,2019,887.0,1021.0,87.0,110.65,23.9,7.5,4.5,4.4,105.11,True
SI,2020,941.0,1078.0,88.0,115.75,23.5,2.4,5.0,5.0,104.82,True
SI,2021,1024.0,1175.0,88.0,129.11,23.0,2.7,4.8,4.8,106.97,True
SI,2022,1074.0,1216.0,89.0,148.16,23.1,6.8,4.8,4.0,116.94,True
SI,2023,1203.0,1344.0,91.0,158.88,23.4,,5.8,3.7,125.38,True
SI,2024,1254.0,1390.0,90.0,170.86,23.8,,5.4,3.7,127.87,True
SI,2025,1278.0,1417.0,,,24.6,,5.5,3.9,131.04,True
SI,2026,1278.0,1417.0,,,,,,,,True
SK,1999,74.0,176.0,,,,,,,54.82,True
SK,2000,94.0,203.0,,,,,,,61.5,True
SK,2001,102.0,225.0,,,,,,,65.9,True
SK,2002,113.5,248.0,,,,27.7,,,68.21,True
SK,2003,134.0,261.0,,,,,,,73.96,True
SK,2004,150.0,273.0,,,,,,,79.49,True
SK,2005,168.5,297.0,,,,,9.0,,81.71,True
SK,2006,181.0,308.0,,,,25.8,6.3,,85.19,True
SK,2007,223.5,339.0,,,,23.6,4.9,,86.8,True
SK,2008,254.5,366.0,,,,20.9,5.8,,90.22,True
SK,2009,296.0,402.0,,,,21.9,5.2,12.0,91.05,True
SK,2010,308.0,435.0,,,,19.6,5.7,14.3,91.69,True
SK,2011,317.0,444.0,,,,20.1,6.3,13.5,95.43,True
SK,2012,327.0,455.0,,,,20.8,6.2,13.9,99.0,True
SK,2013,338.0,478.0,77.0,,,18.8,5.8,14.1,100.45,True
SK,2014,352.0,500.0,78.0,,,19.7,5.7,13.1,100.35,True
SK,2015,380.0,538.0,78.0,103.04,,19.7,6.1,11.5,100.0,True
SK,2016,405.0,520.0,73.0,109.91,24.3,19.2,6.5,9.6,99.52,True
SK,2017,435.0,528.0,70.0,116.34,23.2,20.1,6.4,8.1,100.9,True
SK,2018,480.0,568.0,70.0,125.0,20.9,19.8,6.0,6.5,103.46,True
SK,2019,520.0,604.0,70.0,136.41,22.8,18.2,4.4,5.7,106.33,True
SK,2020,580.0,697.0,74.0,149.43,20.9,15.4,5.3,6.7,108.47,True
SK,2021,623.0,756.0,74.0,158.95,21.8,16.0,6.7,6.8,111.53,True
SK,2022,646.0,758.0,71.0,180.73,21.2,16.8,7.2,6.1,125.05,True
SK,2023,700.0,835.0,74.0,180.4,21.6,,9.1,5.8,138.79,True
SK,2024,750.0,885.0,75.0,187.19,21.7,,10.3,5.3,143.17,True
SK,2025,816.0,963.0,,,,,,5.4,149.23,True
SK,2026,915.0,1080.0,,,,,,,,True
TR,1999,214.5,187.5,,,,,,,8.58,False
TR,2000,201.5,295.0,,,,,,,13.14,False
TR,2001,190.5,278.5,,,,,,,20.6,False
TR,2002,167.0,302.5,,,,,,,30.28,False
TR,2003,182.5,308.0,,,,,,,37.94,False
TR,2004,242.5,402.5,,,,,,,41.76,False
TR,2005,284.0,428.0,,,,,,,45.15,False
TR,2006,299.0,438.0,,,,-2.2,18.1,,49.34,False
TR,2007,316.0,456.0,,,,,17.7,,53.66,False
TR,2008,342.5,488.0,,,,,18.2,,59.27,False
TR,2009,315.5,506.5,,,,,18.7,12.6,62.97,False
TR,2010,365.0,536.5,,,,,17.9,10.7,68.37,False
TR,2011,370.5,563.0,,,,,15.9,8.8,72.79,False
TR,2012,387.5,588.0,,,,,15.3,8.2,79.31,False
TR,2013,410.5,601.0,62.0,,,,14.9,8.8,85.22,False
TR,2014,376.5,622.5,65.0,,,-1.3,14.4,9.9,92.81,False
TR,2015,424.5,666.5,67.0,,,,13.7,10.3,100.0,False
TR,2016,516.5,798.0,65.0,,42.6,,13.5,10.9,107.66,False
TR,2017,461.0,781.0,66.0,,43.0,,12.8,10.9,119.63,False
TR,2018,413.0,775.0,64.0,,43.0,,13.1,10.9,139.17,False
TR,2019,406.0,851.0,60.0,,41.7,,13.2,13.7,160.3,False
TR,2020,411.5,814.0,61.0,,43.4,,12.8,13.2,179.98,False
TR,2021,370.0,806.0,62.0,,42.5,,12.6,12.0,215.24,False
TR,2022,351.0,795.5,68.0,,45.3,,13.2,10.5,370.82,False
TR,2023,487.5,1046.5,70.0,,44.2,,11.2,9.4,570.94,False
TR,2024,590.5,1062.0,72.0,,44.8,,10.7,8.8,905.21,False
TR,2025,633.0,,,,43.9,,10.9,8.4,1221.2,False
TR,2026,654.0,,,,,,,,,False
UK,1999,902.0,624.0,,,,,,,72.1,False
UK,2000,944.0,646.0,,,,,,,72.7,False
UK,2001,994.0,682.0,,,,,,,73.6,False
UK,2002,1074.0,744.0,,,,27.3,,,74.5,False
UK,2003,1031.0,771.0,,,,,,,75.5,False
UK,2004,1081.0,842.0,,,,,,,76.5,False
UK,2005,1161.0,887.0,,,,,8.1,,78.1,False
UK,2006,1207.0,931.0,,,,24.3,7.7,,79.9,False
UK,2007,1312.5,976.0,,,,20.8,7.9,,81.8,False
UK,2008,1196.0,988.0,,,,21.4,8.0,,84.7,False
UK,2009,1054.0,980.0,,,,20.6,6.3,,86.6,False
UK,2010,1122.5,987.0,,,,,6.7,,89.4,False
UK,2011,1110.0,996.0,,,,21.8,7.8,,93.4,False
UK,2012,1223.0,1010.0,,,,22.6,8.7,,96.1,False
UK,2013,1220.0,1002.0,110.0,,,21.0,8.2,,98.5,False
UK,2014,1276.0,1010.0,111.0,,,20.9,8.8,,100.0,False
UK,2015,1444.5,1037.0,111.0,116.08,,21.0,8.2,,100.0,False
UK,2016,1477.5,1100.5,108.0,124.19,31.5,20.7,8.6,,100.7,False
UK,2017,1403.5,1161.0,108.0,129.85,,20.8,9.0,,103.4,False
UK,2018,1433.5,1200.5,106.0,134.1,33.5,19.8,10.4,,105.9,False
UK,2019,1485.0,1253.0,104.0,135.42,,,,,107.8,False
UK,2020,1591.0,1309.99,102.0,,,,,,,False
UK,2021,,,100.0,,,,,,,False
UK,2022,,,103.0,,,,,,,False
UK,2023,,,99.0,,,,,,,False
UK,2024,,,99.0,,,,,,,False
UK,2025,,,,,,,,,,False
